HGNC ID	Approved symbol	Approved name	Status	NCBI Gene ID
HGNC:20564	MBNL3	muscleblind like splicing regulator 3	Approved	55796
HGNC:13645	MBNT	symbol withdrawn, see [HGNC:6924](/data/gene-symbol-report/#!/hgnc_id/HGNC:6924)	Symbol Withdrawn	
HGNC:21579	MBOAT1	membrane bound O-acyltransferase domain containing 1	Approved	154141
HGNC:25193	MBOAT2	membrane bound O-acyltransferase domain containing 2	Approved	129642
HGNC:32311	MBOAT4	membrane bound O-acyltransferase domain containing 4	Approved	619373
HGNC:15505	MBOAT7	membrane bound O-acyltransferase domain containing 7	Approved	79143
HGNC:6925	MBP	myelin basic protein	Approved	4155
HGNC:6926	MBS1	Moebius syndrome 1	Entry Withdrawn	
HGNC:6927	MBS2	Moebius syndrome 2	Entry Withdrawn	
HGNC:6928	MBS3	Moebius syndrome 3	Entry Withdrawn	
HGNC:19866	MBTD1	mbt domain containing 1	Approved	54799
HGNC:15456	MBTPS1	membrane bound transcription factor peptidase, site 1	Approved	8720
HGNC:55401	MBTPS1-DT	MBTPS1 divergent transcript	Approved	
HGNC:15455	MBTPS2	membrane bound transcription factor peptidase, site 2	Approved	51360
HGNC:6929	MC1R	melanocortin 1 receptor	Approved	4157
HGNC:6930	MC2R	melanocortin 2 receptor	Approved	
HGNC:6931	MC3R	melanocortin 3 receptor	Approved	4159
HGNC:6932	MC4R	melanocortin 4 receptor	Approved	4160
HGNC:6933	MC5R	melanocortin 5 receptor	Approved	4161
HGNC:6934	MCAM	melanoma cell adhesion molecule	Approved	4162
HGNC:29622	MCAT	malonyl-CoA-acyl carrier protein transacylase	Approved	27349
HGNC:6935	MCC	MCC regulator of WNT signaling pathway	Approved	4163
HGNC:6936	MCCC1	methylcrotonyl-CoA carboxylase subunit 1	Approved	56922
HGNC:40366	MCCC1-AS1	MCCC1 antisense RNA 1	Approved	
HGNC:6937	MCCC2	methylcrotonyl-CoA carboxylase subunit 2	Approved	64087
HGNC:20668	MCCD1	mitochondrial coiled-coil domain 1	Approved	401250
HGNC:33449	MCCD1P1	mitochondrial coiled-coil domain 1 pseudogene 1	Approved	100048903
HGNC:33462	MCCD1P2	mitochondrial coiled-coil domain 1 pseudogene 2	Approved	100048924
HGNC:13252	MCDC1	symbol withdrawn, see [HGNC:6938](/data/gene-symbol-report/#!/hgnc_id/HGNC:6938)	Symbol Withdrawn	
HGNC:6939	MCDR1	macular dystrophy, retinal, 1 (North Carolina type)	Entry Withdrawn	
HGNC:18438	MCDR2	symbol withdrawn, see [HGNC:9454](/data/gene-symbol-report/#!/hgnc_id/HGNC:9454)	Symbol Withdrawn	
HGNC:20206	MCDR3	macular dystrophy, retinal 3	Entry Withdrawn	
HGNC:32303	MCDR4	macular dystrophy, retinal, 4 (North Carolina type with progressive sensorineural hearing loss)	Entry Withdrawn	
HGNC:49649	MCDR5	macular dystrophy 5	Entry Withdrawn	
HGNC:16732	MCEE	methylmalonyl-CoA epimerase	Approved	84693
HGNC:27291	MCEMP1	mast cell expressed membrane protein 1	Approved	199675
HGNC:6940	MCF2	MCF.2 cell line derived transforming sequence	Approved	4168
HGNC:14576	MCF2L	MCF.2 cell line derived transforming sequence like	Approved	23263
HGNC:39825	MCF2L-AS1	MCF2L antisense RNA 1	Approved	100289410
HGNC:30319	MCF2L2	MCF.2 cell line derived transforming sequence-like 2	Approved	23101
HGNC:18451	MCFD2	multiple coagulation factor deficiency 2, ER cargo receptor complex subunit	Approved	90411
HGNC:21582	MCFD2P1	multiple coagulation factor deficiency 2 pseudogene 1	Approved	645927
HGNC:4479	MCHR1	melanin concentrating hormone receptor 1	Approved	2847
HGNC:20867	MCHR2	melanin concentrating hormone receptor 2	Approved	84539
HGNC:48980	MCHR2-AS1	MCHR2 antisense RNA 1	Approved	728012
HGNC:40050	MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein	Approved	345643
HGNC:6941	MCKD1	symbol withdrawn, see [HGNC:7508](/data/gene-symbol-report/#!/hgnc_id/HGNC:7508)	Symbol Withdrawn	
HGNC:6942	MCKD2	medullary cystic kidney disease 2 (autosomal dominant)	Entry Withdrawn	
HGNC:6943	MCL1	MCL1 apoptosis regulator, BCL2 family member	Approved	4170
HGNC:6944	MCM2	minichromosome maintenance complex component 2	Approved	4171
HGNC:6945	MCM3	minichromosome maintenance complex component 3	Approved	4172
HGNC:6946	MCM3AP	minichromosome maintenance complex component 3 associated protein	Approved	8888
HGNC:16417	MCM3AP-AS1	MCM3AP antisense RNA 1	Approved	114044
HGNC:6947	MCM4	minichromosome maintenance complex component 4	Approved	4173
HGNC:6948	MCM5	minichromosome maintenance complex component 5	Approved	4174
HGNC:6949	MCM6	minichromosome maintenance complex component 6	Approved	4175
HGNC:6950	MCM7	minichromosome maintenance complex component 7	Approved	4176
HGNC:16147	MCM8	minichromosome maintenance 8 homologous recombination repair factor	Approved	84515
HGNC:51230	MCM8-AS1	MCM8 antisense RNA 1	Approved	101929225
HGNC:21484	MCM9	minichromosome maintenance 9 homologous recombination repair factor	Approved	254394
HGNC:18043	MCM10	minichromosome maintenance 10 replication initiation factor	Approved	55388
HGNC:25782	MCMBP	minichromosome maintenance complex binding protein	Approved	79892
HGNC:26368	MCMDC2	minichromosome maintenance domain containing 2	Approved	157777
HGNC:6951	MCNAA	symbol withdrawn, see [HGNC:1094](/data/gene-symbol-report/#!/hgnc_id/HGNC:1094)	Symbol Withdrawn	
HGNC:6952	MCO	microphthalmia (Los Angeles type)	Entry Withdrawn	
HGNC:13356	MCOLN1	mucolipin TRP cation channel 1	Approved	57192
HGNC:13357	MCOLN2	mucolipin TRP cation channel 2	Approved	255231
HGNC:13358	MCOLN3	mucolipin TRP cation channel 3	Approved	55283
HGNC:6954	MCPH1	microcephalin 1	Approved	79648
HGNC:51655	MCPH1-AS1	MCPH1 antisense RNA 1	Approved	100507530
HGNC:55599	MCPH1-DT	MCPH1 divergent transcript	Approved	100287015
HGNC:6955	MCPH2	symbol withdrawn, see [HGNC:24502](/data/gene-symbol-report/#!/hgnc_id/HGNC:24502)	Symbol Withdrawn	
HGNC:6956	MCPH3	symbol withdrawn, see [HGNC:18672](/data/gene-symbol-report/#!/hgnc_id/HGNC:18672)	Symbol Withdrawn	
HGNC:6957	MCPH4	symbol withdrawn, see [HGNC:24054](/data/gene-symbol-report/#!/hgnc_id/HGNC:24054)	Symbol Withdrawn	
HGNC:6958	MCPH5	symbol withdrawn, see [HGNC:19048](/data/gene-symbol-report/#!/hgnc_id/HGNC:19048)	Symbol Withdrawn	
HGNC:17120	MCPH6	symbol withdrawn, see [HGNC:17272](/data/gene-symbol-report/#!/hgnc_id/HGNC:17272)	Symbol Withdrawn	
HGNC:15665	MCPHA	symbol withdrawn, see [HGNC:14409](/data/gene-symbol-report/#!/hgnc_id/HGNC:14409)	Symbol Withdrawn	
HGNC:28007	MCRIP1	MAPK regulated corepressor interacting protein 1	Approved	348262
HGNC:14142	MCRIP2	MAPK regulated corepressor interacting protein 2	Approved	84331
HGNC:49629	MCRIP2P1	MAPK regulated corepressor interacting protein 2 pseudogene 1	Approved	102388891
HGNC:49631	MCRIP2P2	MAPK regulated corepressor interacting protein 2 pseudogene 2	Approved	
HGNC:6960	MCRS1	microspherule protein 1	Approved	10445
HGNC:6961	MCS	symbol withdrawn, see [HGNC:24931](/data/gene-symbol-report/#!/hgnc_id/HGNC:24931)	Symbol Withdrawn	
HGNC:26183	MCTP1	multiple C2 and transmembrane domain containing 1	Approved	79772
HGNC:54085	MCTP1-AS1	MCTP1 antisense RNA 1	Approved	
HGNC:25636	MCTP2	multiple C2 and transmembrane domain containing 2	Approved	55784
HGNC:23357	MCTS1	MCTS1 re-initiation and release factor	Approved	28985
HGNC:49760	MCTS2	MCTS family member 2	Approved	100101490
HGNC:23526	MCU	mitochondrial calcium uniporter	Approved	90550
HGNC:26076	MCUB	mitochondrial calcium uniporter dominant negative subunit beta	Approved	55013
HGNC:21097	MCUR1	mitochondrial calcium uniporter regulator 1	Approved	63933
HGNC:1217	MCUR1P1	MCUR1 pseudogene 1	Approved	53383
HGNC:53756	MCUR1P2	MCUR1 pseudogene 2	Approved	100420620
HGNC:6963	MDC	symbol withdrawn, see [HGNC:189](/data/gene-symbol-report/#!/hgnc_id/HGNC:189)	Symbol Withdrawn	
HGNC:21163	MDC1	mediator of DNA damage checkpoint 1	Approved	9656
HGNC:39764	MDC1-AS1	MDC1 antisense RNA 1	Approved	106478956
HGNC:6964	MDCR	symbol withdrawn, see [HGNC:8574](/data/gene-symbol-report/#!/hgnc_id/HGNC:8574)	Symbol Withdrawn	
HGNC:6965	MDF1	antigen identified by monoclonal antibody A-3A4	Entry Withdrawn	
HGNC:6966	MDF2	symbol withdrawn, see [HGNC:6153](/data/gene-symbol-report/#!/hgnc_id/HGNC:6153)	Symbol Withdrawn	
HGNC:6967	MDFI	MyoD family inhibitor	Approved	4188
HGNC:28870	MDFIC	MyoD family inhibitor domain containing	Approved	29969
HGNC:53442	MDFIC2	MyoD family inhibitor domain containing 2	Approved	107986096
HGNC:19267	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1	Approved	266727
HGNC:19835	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	Approved	161357
HGNC:6969	MDGI	symbol withdrawn, see [HGNC:3557](/data/gene-symbol-report/#!/hgnc_id/HGNC:3557)	Symbol Withdrawn	
HGNC:6970	MDH1	malate dehydrogenase 1	Approved	4190
HGNC:17836	MDH1B	malate dehydrogenase 1B	Approved	130752
HGNC:54968	MDH1P1	MDH1 pseudogene 1	Approved	392477
HGNC:54969	MDH1P2	MDH1 pseudogene 2	Approved	644906
HGNC:6971	MDH2	malate dehydrogenase 2	Approved	4191
HGNC:6972	MDK	midkine	Approved	4192
HGNC:29917	MDM1	Mdm1 nuclear protein	Approved	56890
HGNC:6973	MDM2	MDM2 proto-oncogene	Approved	4193
HGNC:6974	MDM4	MDM4 regulator of p53	Approved	4194
HGNC:54898	MDM4P1	MDM4 pseudogene 1	Approved	100533712
HGNC:18302	MDN1	midasin AAA ATPase 1	Approved	23195
HGNC:40837	MDN1-AS1	MDN1 antisense RNA 1	Approved	101929057
HGNC:28781	MDP1	magnesium dependent phosphatase 1	Approved	145553
HGNC:6975	MDR1	symbol withdrawn, see [HGNC:40](/data/gene-symbol-report/#!/hgnc_id/HGNC:40)	Symbol Withdrawn	
HGNC:6976	MDR3	symbol withdrawn, see [HGNC:45](/data/gene-symbol-report/#!/hgnc_id/HGNC:45)	Symbol Withdrawn	
HGNC:6977	MDRS1	symbol withdrawn, see [HGNC:15999](/data/gene-symbol-report/#!/hgnc_id/HGNC:15999)	Symbol Withdrawn	
HGNC:6978	MDRV	muscular dystrophy, with rimmed vacuoles	Entry Withdrawn	
HGNC:6979	MDS1	symbol withdrawn, see [HGNC:3498](/data/gene-symbol-report/#!/hgnc_id/HGNC:3498)	Symbol Withdrawn	
HGNC:29633	MDS2	myelodysplastic syndrome 2 translocation associated	Approved	259283
HGNC:6980	MDU1	symbol withdrawn, see [HGNC:11026](/data/gene-symbol-report/#!/hgnc_id/HGNC:11026)	Symbol Withdrawn	
HGNC:6981	MDU2	symbol withdrawn, see [HGNC:1681](/data/gene-symbol-report/#!/hgnc_id/HGNC:1681)	Symbol Withdrawn	
HGNC:6982	MDU3	symbol withdrawn, see [HGNC:1681](/data/gene-symbol-report/#!/hgnc_id/HGNC:1681)	Symbol Withdrawn	
HGNC:6983	ME1	malic enzyme 1	Approved	4199
HGNC:6984	ME2	malic enzyme 2	Approved	4200
HGNC:49809	ME2P1	malic enzyme 2 pseudogene 1	Approved	286239
HGNC:6985	ME3	malic enzyme 3	Approved	10873
HGNC:54182	ME3-DT	ME3 divergent transcript	Approved	107984427
HGNC:6986	MEA1	male-enhanced antigen 1	Approved	4201
HGNC:25674	MEAF6	MYST/Esa1 associated factor 6	Approved	64769
HGNC:42660	MEAF6P1	MYST/Esa1-associated factor 6 pseudogene 1	Approved	
HGNC:29325	MEAK7	MTOR associated protein, eak-7 homolog	Approved	57707
HGNC:6987	MEAX	symbol withdrawn, see [HGNC:22082](/data/gene-symbol-report/#!/hgnc_id/HGNC:22082)	Symbol Withdrawn	
HGNC:6988	MEB	symbol withdrawn, see [HGNC:19139](/data/gene-symbol-report/#!/hgnc_id/HGNC:19139)	Symbol Withdrawn	
HGNC:6989	MECL1	symbol withdrawn, see [HGNC:9538](/data/gene-symbol-report/#!/hgnc_id/HGNC:9538)	Symbol Withdrawn	
HGNC:3498	MECOM	MDS1 and EVI1 complex locus	Approved	2122
HGNC:40368	MECOM-AS1	MECOM antisense RNA 1	Approved	105374205
HGNC:6990	MECP2	methyl-CpG binding protein 2	Approved	4204
HGNC:19691	MECR	mitochondrial trans-2-enoyl-CoA reductase	Approved	51102
HGNC:6991	MED	symbol withdrawn, see [HGNC:10596](/data/gene-symbol-report/#!/hgnc_id/HGNC:10596)	Symbol Withdrawn	
HGNC:9234	MED1	mediator complex subunit 1	Approved	5469
HGNC:17903	MED4	mediator complex subunit 4	Approved	29079
HGNC:39213	MED4-AS1	MED4 antisense RNA 1	Approved	
HGNC:19970	MED6	mediator complex subunit 6	Approved	10001
HGNC:45164	MED6P1	mediator complex subunit 6 pseudogene 1	Approved	100128990
HGNC:2378	MED7	mediator complex subunit 7	Approved	9443
HGNC:19971	MED8	mediator complex subunit 8	Approved	112950
HGNC:40908	MED8-AS1	MED8 antisense RNA 1	Approved	107984947
HGNC:25487	MED9	mediator complex subunit 9	Approved	55090
HGNC:28760	MED10	mediator complex subunit 10	Approved	84246
HGNC:32687	MED11	mediator complex subunit 11	Approved	400569
HGNC:11957	MED12	mediator complex subunit 12	Approved	9968
HGNC:16050	MED12L	mediator complex subunit 12L	Approved	116931
HGNC:22474	MED13	mediator complex subunit 13	Approved	9969
HGNC:22962	MED13L	mediator complex subunit 13L	Approved	23389
HGNC:38733	MED13P1	mediator complex subunit 13 pseudogene 1	Approved	100499481
HGNC:2370	MED14	mediator complex subunit 14	Approved	9282
HGNC:40162	MED14OS	MED14 opposite strand	Approved	100873985
HGNC:2371	MED14P1	mediator complex subunit 14 pseudogene 1	Approved	359791
HGNC:14248	MED15	mediator complex subunit 15	Approved	51586
HGNC:19271	MED15P1	mediator complex subunit 15 pseudogene 1	Approved	326615
HGNC:48651	MED15P2	symbol withdrawn, see [HGNC:44130](/data/gene-symbol-report/#!/hgnc_id/HGNC:44130)	Symbol Withdrawn	
HGNC:48652	MED15P3	mediator complex subunit 15 pseudogene 3	Approved	
HGNC:48653	MED15P4	mediator complex subunit 15 pseudogene 4	Approved	100127989
HGNC:48654	MED15P5	mediator complex subunit 15 pseudogene 5	Approved	391436
HGNC:48655	MED15P6	mediator complex subunit 15 pseudogene 6	Approved	100996438
HGNC:48656	MED15P7	mediator complex subunit 15 pseudogene 7	Approved	100996466
HGNC:48657	MED15P8	mediator complex subunit 15 pseudogene 8	Approved	
HGNC:44130	MED15P9	mediator complex subunit 15 pseudogene 9	Approved	285103
HGNC:17556	MED16	mediator complex subunit 16	Approved	10025
HGNC:2375	MED17	mediator complex subunit 17	Approved	9440
HGNC:25944	MED18	mediator complex subunit 18	Approved	54797
HGNC:29600	MED19	mediator complex subunit 19	Approved	219541
HGNC:16840	MED20	mediator complex subunit 20	Approved	9477
HGNC:11473	MED21	mediator complex subunit 21	Approved	9412
HGNC:11477	MED22	mediator complex subunit 22	Approved	6837
HGNC:2372	MED23	mediator complex subunit 23	Approved	9439
HGNC:22963	MED24	mediator complex subunit 24	Approved	9862
HGNC:28845	MED25	mediator complex subunit 25	Approved	81857
HGNC:2376	MED26	mediator complex subunit 26	Approved	9441
HGNC:2377	MED27	mediator complex subunit 27	Approved	9442
HGNC:24628	MED28	mediator complex subunit 28	Approved	80306
HGNC:55567	MED28-DT	MED28 divergent transcript	Approved	
HGNC:45078	MED28P1	mediator complex subunit 28 pseudogene 1	Approved	100420207
HGNC:45079	MED28P2	mediator complex subunit 28 pseudogene 2	Approved	
HGNC:45080	MED28P3	mediator complex subunit 28 pseudogene 3	Approved	100131051
HGNC:45081	MED28P4	mediator complex subunit 28 pseudogene 4	Approved	100130359
HGNC:45082	MED28P5	mediator complex subunit 28 pseudogene 5	Approved	
HGNC:45083	MED28P6	mediator complex subunit 28 pseudogene 6	Approved	
HGNC:45084	MED28P7	mediator complex subunit 28 pseudogene 7	Approved	729327
HGNC:45085	MED28P8	mediator complex subunit 28 pseudogene 8	Approved	101060144
HGNC:23074	MED29	mediator complex subunit 29	Approved	55588
HGNC:23032	MED30	mediator complex subunit 30	Approved	90390
HGNC:24260	MED31	mediator complex subunit 31	Approved	51003
HGNC:25926	MEDAG	mesenteric estrogen dependent adipogenesis	Approved	84935
HGNC:6992	MEF	symbol withdrawn, see [HGNC:6998](/data/gene-symbol-report/#!/hgnc_id/HGNC:6998)	Symbol Withdrawn	
HGNC:6993	MEF2A	myocyte enhancer factor 2A	Approved	4205
HGNC:6994	MEF2AP1	myocyte enhancer factor 2A pseudogene 1	Approved	4206
HGNC:6995	MEF2B	myocyte enhancer factor 2B	Approved	100271849
HGNC:6996	MEF2C	myocyte enhancer factor 2C	Approved	4208
HGNC:48908	MEF2C-AS1	MEF2C antisense RNA 1	Approved	101929423
HGNC:53115	MEF2C-AS2	MEF2C antisense RNA 2	Approved	
HGNC:6997	MEF2D	myocyte enhancer factor 2D	Approved	4209
HGNC:6998	MEFV	MEFV innate immuity regulator, pyrin	Approved	4210
HGNC:14575	MEG3	maternally expressed 3	Approved	55384
HGNC:14574	MEG8	maternally expressed 8, small nucleolar RNA host gene	Approved	79104
HGNC:43874	MEG9	maternally expressed 9	Approved	100507257
HGNC:3232	MEGF6	multiple EGF like domains 6	Approved	1953
HGNC:3233	MEGF8	multiple EGF like domains 8	Approved	1954
HGNC:3234	MEGF9	multiple EGF like domains 9	Approved	1955
HGNC:29634	MEGF10	multiple EGF like domains 10	Approved	84466
HGNC:29635	MEGF11	multiple EGF like domains 11	Approved	84465
HGNC:6999	MEHMO	mental retardation, epileptic seizures, hypogonadism and -genitalism, microcephaly and obesity syndrome	Entry Withdrawn	
HGNC:28613	MEI1	meiotic double-stranded break formation protein 1	Approved	150365
HGNC:43638	MEI4	meiotic double-stranded break formation protein 4	Approved	101928601
HGNC:23429	MEIG1	meiosis/spermiogenesis associated 1	Approved	644890
HGNC:51253	MEIKIN	meiotic kinetochore factor	Approved	728637
HGNC:28569	MEIOB	meiosis specific with OB-fold	Approved	254528
HGNC:26670	MEIOC	meiosis specific with coiled-coil domain	Approved	284071
HGNC:44318	MEIOSIN	meiosis initiator	Approved	388553
HGNC:7000	MEIS1	Meis homeobox 1	Approved	4211
HGNC:40371	MEIS1-AS1	symbol withdrawn, see [HGNC:40370](/data/gene-symbol-report/#!/hgnc_id/HGNC:40370)	Symbol Withdrawn	
HGNC:40370	MEIS1-AS2	MEIS1 antisense RNA 2	Approved	100873998
HGNC:40369	MEIS1-AS3	MEIS1 antisense RNA 3	Approved	730198
HGNC:7001	MEIS2	Meis homeobox 2	Approved	4212
HGNC:29537	MEIS3	Meis homeobox 3	Approved	56917
HGNC:7002	MEIS3P1	Meis homeobox 3 pseudogene 1	Approved	4213
HGNC:17638	MEIS3P2	Meis homeobox 3 pseudogene 2	Approved	257468
HGNC:7003	MEKK1	symbol withdrawn, see [HGNC:6848](/data/gene-symbol-report/#!/hgnc_id/HGNC:6848)	Symbol Withdrawn	
HGNC:7004	MEKK2	symbol withdrawn, see [HGNC:6854](/data/gene-symbol-report/#!/hgnc_id/HGNC:6854)	Symbol Withdrawn	
HGNC:7005	MEKK3	symbol withdrawn, see [HGNC:6855](/data/gene-symbol-report/#!/hgnc_id/HGNC:6855)	Symbol Withdrawn	
HGNC:7006	MEKK4	symbol withdrawn, see [HGNC:6856](/data/gene-symbol-report/#!/hgnc_id/HGNC:6856)	Symbol Withdrawn	
HGNC:7008	MELAS	mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes	Entry Withdrawn	
HGNC:16870	MELK	maternal embryonic leucine zipper kinase	Approved	9833
HGNC:7009	MELL1	mel transforming oncogene-like 1	Entry Withdrawn	
HGNC:7037	MELTF	melanotransferrin	Approved	4241
HGNC:40373	MELTF-AS1	MELTF antisense RNA 1	Approved	100507057
HGNC:14014	MEMO1	mediator of cell motility 1	Approved	51072
HGNC:23274	MEMO1P1	mediator of cell motility 1 pseudogene 1	Approved	728556
HGNC:38502	MEMO1P2	mediator of cell motility 1 pseudogene 2	Approved	645175
HGNC:38503	MEMO1P3	mediator of cell motility 1 pseudogene 3	Approved	100462782
HGNC:38504	MEMO1P4	mediator of cell motility 1 pseudogene 4	Approved	100462785
HGNC:49102	MEMO1P5	mediator of cell motility 1 pseudogene 5	Approved	
HGNC:7010	MEN1	menin 1	Approved	
HGNC:7011	MEN2A	symbol withdrawn, see [HGNC:9967](/data/gene-symbol-report/#!/hgnc_id/HGNC:9967)	Symbol Withdrawn	
HGNC:7012	MEN2B	symbol withdrawn, see [HGNC:9967](/data/gene-symbol-report/#!/hgnc_id/HGNC:9967)	Symbol Withdrawn	
HGNC:7013	MEOX1	mesenchyme homeobox 1	Approved	4222
HGNC:7014	MEOX2	mesenchyme homeobox 2	Approved	4223
HGNC:7015	MEP1A	meprin A subunit alpha	Approved	4224
HGNC:7018	MEP1AL3	meprin A, alpha-like 3	Entry Withdrawn	
HGNC:7019	MEP1AL4	meprin A, alpha-like 4	Entry Withdrawn	
HGNC:7016	MEP1AP1	meprin A subunit alpha pseudogene 1	Approved	642840
HGNC:7017	MEP1AP2	meprin A subunit alpha pseudogene 2	Approved	644777
HGNC:39137	MEP1AP3	meprin A subunit alpha pseudogene 3	Approved	389747
HGNC:39138	MEP1AP4	meprin A subunit alpha pseudogene 4	Approved	643157
HGNC:7020	MEP1B	meprin A subunit beta	Approved	4225
HGNC:20247	MEPCE	methylphosphate capping enzyme	Approved	56257
HGNC:13361	MEPE	matrix extracellular phosphoglycoprotein	Approved	56955
HGNC:7021	MER1	antigen identified by monoclonal antibodies W6/34	Entry Withdrawn	
HGNC:7022	MER2	antigen identified by monoclonal antibodies 1D12, 2F7	Entry Withdrawn	
HGNC:7023	MER5	antigen identified by monoclonal antibody 2D8	Entry Withdrawn	
HGNC:7024	MER6	symbol withdrawn, see [HGNC:1682](/data/gene-symbol-report/#!/hgnc_id/HGNC:1682)	Symbol Withdrawn	
HGNC:7025	MERR	metalloregulatory DNA binding protein	Entry Withdrawn	
HGNC:7026	MERRF	symbol withdrawn, see [HGNC:7489](/data/gene-symbol-report/#!/hgnc_id/HGNC:7489)	Symbol Withdrawn	
HGNC:7027	MERTK	MER proto-oncogene, tyrosine kinase	Approved	10461
HGNC:13520	MESD	mesoderm development LRP chaperone	Approved	23184
HGNC:29658	MESP1	mesoderm posterior bHLH transcription factor 1	Approved	55897
HGNC:29659	MESP2	mesoderm posterior bHLH transcription factor 2	Approved	145873
HGNC:7028	MEST	mesoderm specific transcript	Approved	4232
HGNC:17991	MESTIT1	MEST intronic transcript 1, antisense RNA	Approved	317751
HGNC:29660	MESTP1	mesoderm specific transcript pseudogene 1	Approved	338470
HGNC:18208	MESTP2	mesoderm specific transcript pseudogene 2	Approved	100421572
HGNC:38553	MESTP3	mesoderm specific transcript pseudogene 3	Approved	645641
HGNC:38554	MESTP4	mesoderm specific transcript pseudogene 4	Approved	131572
HGNC:7029	MET	MET proto-oncogene, receptor tyrosine kinase	Approved	
HGNC:15789	METAP1	methionyl aminopeptidase 1	Approved	23173
HGNC:32583	METAP1D	methionyl aminopeptidase type 1D, mitochondrial	Approved	254042
HGNC:16672	METAP2	methionyl aminopeptidase 2	Approved	10988
HGNC:54558	METAP2P1	METAP2 pseudogene 1	Approved	727713
HGNC:14151	METRN	meteorin, glial cell differentiation regulator	Approved	79006
HGNC:27584	METRNL	meteorin like, glial cell differentiation regulator	Approved	284207
HGNC:7030	METTL1	methyltransferase 1, tRNA methylguanosine	Approved	4234
HGNC:54907	METTL1P1	METTL1 pseudogene 1	Approved	441487
HGNC:25755	METTL2A	methyltransferase 2A, methylcytidine	Approved	339175
HGNC:18272	METTL2B	methyltransferase 2B, methylcytidine	Approved	55798
HGNC:17563	METTL3	methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit	Approved	56339
HGNC:24726	METTL4	methyltransferase 4, N6-adenosine	Approved	64863
HGNC:25006	METTL5	methyltransferase 5, N6-adenosine	Approved	29081
HGNC:28343	METTL6	methyltransferase 6, methylcytidine	Approved	131965
HGNC:24550	METTL7A	methyltransferase like 7A	Approved	25840
HGNC:48874	METTL7AP1	methyltransferase like 7A pseudogene 1	Approved	100996686
HGNC:28276	METTL7B	methyltransferase like 7B	Approved	196410
HGNC:25856	METTL8	methyltransferase 8, methylcytidine	Approved	79828
HGNC:49856	METTL8P1	methyltransferase like 8 pseudogene 1	Approved	728996
HGNC:24586	METTL9	methyltransferase like 9	Approved	51108
HGNC:24248	METTL13	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase	Approved	51603
HGNC:29330	METTL14	methyltransferase 14, N6-adenosine-methyltransferase subunit	Approved	57721
HGNC:53367	METTL14-DT	METTL14 divergent transcript	Approved	101929741
HGNC:26606	METTL15	methyltransferase like 15	Approved	196074
HGNC:31926	METTL15P1	methyltransferase like 15 pseudogene 1	Approved	100130758
HGNC:39559	METTL15P2	methyltransferase like 15 pseudogene 2	Approved	644915
HGNC:39558	METTL15P3	methyltransferase like 15 pseudogene 3	Approved	729650
HGNC:28484	METTL16	methyltransferase 16, N6-methyladenosine	Approved	79066
HGNC:19280	METTL17	methyltransferase like 17	Approved	64745
HGNC:28793	METTL18	methyltransferase like 18	Approved	92342
HGNC:30476	METTL21A	methyltransferase 21A, HSPA lysine	Approved	151194
HGNC:41921	METTL21AP1	methyltransferase like 21A pseudogene 1	Approved	100421629
HGNC:33717	METTL21C	methyltransferase 21C, AARS1 lysine	Approved	196541
HGNC:41948	METTL21EP	methyltransferase like 21E, pseudogene	Approved	121952
HGNC:28368	METTL22	methyltransferase 22, Kin17 lysine	Approved	79091
HGNC:26988	METTL23	methyltransferase like 23	Approved	124512
HGNC:21566	METTL24	methyltransferase like 24	Approved	728464
HGNC:26228	METTL25	methyltransferase like 25	Approved	84190
HGNC:24273	METTL25B	methyltransferase like 25B	Approved	51093
HGNC:14141	METTL26	methyltransferase like 26	Approved	84326
HGNC:19068	METTL27	methyltransferase like 27	Approved	155368
HGNC:33482	MEX3A	mex-3 RNA binding family member A	Approved	92312
HGNC:25297	MEX3B	mex-3 RNA binding family member B	Approved	84206
HGNC:28040	MEX3C	mex-3 RNA binding family member C	Approved	51320
HGNC:16734	MEX3D	mex-3 RNA binding family member D	Approved	399664
HGNC:7031	MF4	symbol withdrawn, see [HGNC:3672](/data/gene-symbol-report/#!/hgnc_id/HGNC:3672)	Symbol Withdrawn	
HGNC:7032	MFAP1	microfibril associated protein 1	Approved	4236
HGNC:39694	MFAP1P1	microfibril associated protein 1 pseudogene 1	Approved	646755
HGNC:7033	MFAP2	microfibril associated protein 2	Approved	4237
HGNC:7034	MFAP3	microfibril associated protein 3	Approved	4238
HGNC:29083	MFAP3L	microfibril associated protein 3 like	Approved	9848
HGNC:7035	MFAP4	microfibril associated protein 4	Approved	4239
HGNC:29673	MFAP5	microfibril associated protein 5	Approved	8076
HGNC:24858	MFF	mitochondrial fission factor	Approved	56947
HGNC:41067	MFF-DT	MFF divergent transcript	Approved	654841
HGNC:54537	MFFP1	MFF pseudogene 1	Approved	100420251
HGNC:54540	MFFP2	MFF pseudogene 2	Approved	644762
HGNC:54944	MFFP3	MFF pseudogene 3	Approved	392452
HGNC:7036	MFGE8	milk fat globule EGF and factor V/VIII domain containing	Approved	4240
